audio_id,filename,audio_url,start,end,rel_audio_id,rel_filename,rel_audio_url,rel_start,rel_end,summary_mixtral
kEpD16D128M=,20110206_bright.winter.morning.wav,https://cdn.freesound.org/previews/113/113979_8043-hq.mp3,17.46140589569161,40.201043083900224,HIKQUZ4TWsc=,bird_in_rain.wav,https://cdn.freesound.org/previews/67/67238_949430-hq.mp3,0.0,,"The sound is of birds chirping and an owl hooting in an outdoor area with some distant traffic, likely in a neighborhood or near a road."
qfFxSjl3HPg=,070821_flsp_bog01.wav,https://cdn.freesound.org/previews/39/39651_374422-hq.mp3,124.7956462585034,140.4020634920635,-Miw7JyMR2c=,country highway ambience1.wav,https://cdn.freesound.org/previews/203/203027_1640900-hq.mp3,8.753922902494331,32.48598639455782,"A combination of urban traffic and bird sounds, with buzzing insects in a semi-urban or waterfront environment."
qfFxSjl3HPg=,070821_flsp_bog01.wav,https://cdn.freesound.org/previews/39/39651_374422-hq.mp3,124.7956462585034,140.4020634920635,TmaCO_Nb85k=,light suburban ambiance.wav,https://cdn.freesound.org/previews/121/121287_21914-hq.mp3,0.0,,"A combination of urban traffic and bird sounds, with buzzing insects in a semi-urban or waterfront environment."
qfFxSjl3HPg=,070821_flsp_bog01.wav,https://cdn.freesound.org/previews/39/39651_374422-hq.mp3,124.7956462585034,140.4020634920635,CxX0ALpmlfE=,kite_seaside.wav,https://cdn.freesound.org/previews/60/60661_21830-hq.mp3,0.0348299319727891,25.496462585034013,"A combination of urban traffic and bird sounds, with buzzing insects in a semi-urban or waterfront environment."
qfFxSjl3HPg=,070821_flsp_bog01.wav,https://cdn.freesound.org/previews/39/39651_374422-hq.mp3,124.7956462585034,140.4020634920635,4VhIA8rEHV4=,R09_0005 bird ambience.wav,https://cdn.freesound.org/previews/76/76761_510617-hq.mp3,28.93206349206349,51.06922902494331,"A combination of urban traffic and bird sounds, with buzzing insects in a semi-urban or waterfront environment."
TZslcL_0g-E=,bowling_basin_2.wav,https://cdn.freesound.org/previews/102/102667_329264-hq.mp3,9.485351473922902,33.52575963718821,xH30CCSwAfE=,Sonido de fondo y trafico.wav,https://cdn.freesound.org/previews/363/363864_6553392-hq.mp3,18.37859410430839,40.89573696145125,Two hard objects are striking each other nearby while traffic moves in the distance.
TZslcL_0g-E=,bowling_basin_2.wav,https://cdn.freesound.org/previews/102/102667_329264-hq.mp3,9.485351473922902,33.52575963718821,_dP4fNJyOT8=,Kings Cross street sounds.wav,https://cdn.freesound.org/previews/58/58181_215874-hq.mp3,14.419591836734694,43.75548752834467,Two hard objects are striking each other nearby while traffic moves in the distance.
TZslcL_0g-E=,bowling_basin_2.wav,https://cdn.freesound.org/previews/102/102667_329264-hq.mp3,9.485351473922902,33.52575963718821,RNm2S-9m9zM=,LondonTraffic.wav,https://cdn.freesound.org/previews/103/103026_97826-hq.mp3,95.50367346938776,123.55548752834468,Two hard objects are striking each other nearby while traffic moves in the distance.
YW0d2j0Ggsk=,20070224.siren.wav,https://cdn.freesound.org/previews/31/31482_8043-hq.mp3,0.0,,OFuYmsJdC2A=,ambulance and police edinburgh old city.wav,https://cdn.freesound.org/previews/329/329774_4930623-hq.mp3,0.0,,"An emergency vehicle (e.g., a police car) with a digital siren activated approaches, emits a series of beeps followed by a constant wail, and moves further away."
YW0d2j0Ggsk=,20070224.siren.wav,https://cdn.freesound.org/previews/31/31482_8043-hq.mp3,0.0,,tCmrBvFIbpo=,medical car horn EGYPT Alexandria.wav,https://cdn.freesound.org/previews/212/212444_1688566-hq.mp3,0.0,,"An emergency vehicle (e.g., a police car) with a digital siren activated approaches, emits a series of beeps followed by a constant wail, and moves further away."
YW0d2j0Ggsk=,20070224.siren.wav,https://cdn.freesound.org/previews/31/31482_8043-hq.mp3,0.0,,LsOe9AzFgd4=,Ambulance Siren.wav,https://cdn.freesound.org/previews/184/184623_3296721-hq.mp3,0.0,,"An emergency vehicle (e.g., a police car) with a digital siren activated approaches, emits a series of beeps followed by a constant wail, and moves further away."
uZxWYIQBiO0=,Calm down-town morning 02 150722_0706.wav,https://cdn.freesound.org/previews/320/320548_1648170-hq.mp3,29.68671201814059,51.157006802721085,Y49fDlZxPSI=,spring rain in the woods.wav,https://cdn.freesound.org/previews/150/150195_772944-hq.mp3,22.639455782312925,46.8756462585034,"A person coughs while listening to the sound of birds chirping and water flowing (or dripping slowly into a bucket) in the background, possibly with the added noise of a big fan."
Rk5V3-u2xyM=,St Pauls Bells 1.wav,https://cdn.freesound.org/previews/347/347634_488082-hq.mp3,50.561451247165536,72.67755102040816,JKecxHupOgs=,Santas workshop.wav,https://cdn.freesound.org/previews/169/169753_2194543-hq.mp3,8.974512471655329,28.627845804988663,"A car is driving on a busy street with music and possibly bells playing, while cars pass by and a faint squealing sound can be heard in the background."
Rk5V3-u2xyM=,St Pauls Bells 1.wav,https://cdn.freesound.org/previews/347/347634_488082-hq.mp3,50.561451247165536,72.67755102040816,80lkWYXFPFU=,adw018raw.wav,https://cdn.freesound.org/previews/215/215670_2661213-hq.mp3,17.821315192743764,34.664421768707484,"A car is driving on a busy street with music and possibly bells playing, while cars pass by and a faint squealing sound can be heard in the background."
Rk5V3-u2xyM=,St Pauls Bells 1.wav,https://cdn.freesound.org/previews/347/347634_488082-hq.mp3,50.561451247165536,72.67755102040816,9qkcRo7tLYQ=,Slow Windchimes.wav,https://cdn.freesound.org/previews/192/192322_589889-hq.mp3,46.69532879818594,69.08079365079365,"A car is driving on a busy street with music and possibly bells playing, while cars pass by and a faint squealing sound can be heard in the background."
jNERFijSs7c=,Arch Leaf.wav,https://cdn.freesound.org/previews/62/62591_791247-hq.mp3,0.0,,WMwKHSCIA50=,walking 2.wav,https://cdn.freesound.org/previews/363/363008_6647641-hq.mp3,33.494784580498866,58.250839002267575,A person is walking through and tending to a grassy area.
QUxNxnjo5lg=,Atmosphere on road in London.wav,https://cdn.freesound.org/previews/269/269404_1154439-hq.mp3,77.3340589569161,106.36727891156464,YJT1Cx1a8wA=,latenighttraffic.wav,https://cdn.freesound.org/previews/84/84647_1059930-hq.mp3,113.98675736961452,130.84360544217688,"A large truck or vehicle approaches, becomes louder as it passes by, and then recedes, accompanied by wind blowing in the background."
QUxNxnjo5lg=,Atmosphere on road in London.wav,https://cdn.freesound.org/previews/269/269404_1154439-hq.mp3,77.3340589569161,106.36727891156464,kmxWI4fEVvM=,"Koeien, R4 en riet Lichterveldestraat.wav",https://cdn.freesound.org/previews/242/242594_1453828-hq.mp3,40.15891156462585,68.39124716553287,"A large truck or vehicle approaches, becomes louder as it passes by, and then recedes, accompanied by wind blowing in the background."
dVoawjwp64M=,Rain hitting window.wav,https://cdn.freesound.org/previews/273/273510_2843367-hq.mp3,2.113015873015873,19.08496598639456,ualQyJHPdEc=,fallingrice1.wav,https://cdn.freesound.org/previews/59/59888_60547-hq.mp3,0.0,22.33721088435374,"Metal components in an old printing machine are being tumbled and making noise, with possible additional sounds from rain contact with the tin roof and gutter."
dVoawjwp64M=,Rain hitting window.wav,https://cdn.freesound.org/previews/273/273510_2843367-hq.mp3,2.113015873015873,19.08496598639456,Abj3MYJZDVw=,Metallic Lingo.wav,https://cdn.freesound.org/previews/327/327657_5655138-hq.mp3,6.919546485260771,27.718526077097504,"Metal components in an old printing machine are being tumbled and making noise, with possible additional sounds from rain contact with the tin roof and gutter."
dVoawjwp64M=,Rain hitting window.wav,https://cdn.freesound.org/previews/273/273510_2843367-hq.mp3,2.113015873015873,19.08496598639456,ShLyiV85i4Q=,rummage in metal box.wav,https://cdn.freesound.org/previews/208/208515_1756543-hq.mp3,0.0,,"Metal components in an old printing machine are being tumbled and making noise, with possible additional sounds from rain contact with the tin roof and gutter."
qvk_CtGH3ww=,birds_stereo.wav,https://cdn.freesound.org/previews/61/61836_751439-hq.mp3,26.296598639455784,54.51836734693877,WUfSB0kobfg=,birds_long.wav,https://cdn.freesound.org/previews/157/157962_2365240-hq.mp3,0.0,,"Multiple species of birds are chirping continuously in a natural setting, such as trees near a street or in an atrium."
qvk_CtGH3ww=,birds_stereo.wav,https://cdn.freesound.org/previews/61/61836_751439-hq.mp3,26.296598639455784,54.51836734693877,n3gj67ZbgGw=,bird-twitter-car.wav,https://cdn.freesound.org/previews/125/125780_296888-hq.mp3,0.0,,"Multiple species of birds are chirping continuously in a natural setting, such as trees near a street or in an atrium."
qvk_CtGH3ww=,birds_stereo.wav,https://cdn.freesound.org/previews/61/61836_751439-hq.mp3,26.296598639455784,54.51836734693877,JiogLWR4d94=,Forest with Birds and Wind in the Trees.wav,https://cdn.freesound.org/previews/352/352314_5924738-hq.mp3,3.4249433106575964,22.640385487528345,"Multiple species of birds are chirping continuously in a natural setting, such as trees near a street or in an atrium."
qvk_CtGH3ww=,birds_stereo.wav,https://cdn.freesound.org/previews/61/61836_751439-hq.mp3,26.296598639455784,54.51836734693877,dDocC-8c3Pw=,OrchardBirds.wav,https://cdn.freesound.org/previews/31/31960_129090-hq.mp3,23.196734693877552,48.31197278911564,"Multiple species of birds are chirping continuously in a natural setting, such as trees near a street or in an atrium."
qvk_CtGH3ww=,birds_stereo.wav,https://cdn.freesound.org/previews/61/61836_751439-hq.mp3,26.296598639455784,54.51836734693877,mOfec-bnVqY=,QuietForestSpringEvening.wav,https://cdn.freesound.org/previews/95/95402_97826-hq.mp3,2.8328344671201813,27.04648526077097,"Multiple species of birds are chirping continuously in a natural setting, such as trees near a street or in an atrium."
qvk_CtGH3ww=,birds_stereo.wav,https://cdn.freesound.org/previews/61/61836_751439-hq.mp3,26.296598639455784,54.51836734693877,eSP0gEciwwE=,Tiergarten birds early morning.wav,https://cdn.freesound.org/previews/191/191744_116691-hq.mp3,16.31201814058957,41.23172335600907,"Multiple species of birds are chirping continuously in a natural setting, such as trees near a street or in an atrium."
d9VuEM-ZAIA=,Running Dirt Tennis Shoes.wav,https://cdn.freesound.org/previews/319/319225_3443504-hq.mp3,0.0,,PnhpByOah5w=,outdoors forest footsteps running jogging rustle.wav,https://cdn.freesound.org/previews/126/126972_149596-hq.mp3,30.55746031746032,49.58845804988662,"A person is jogging or walking quickly through a wooded area with a mixture of leaves, twigs, and gravel beneath their feet."
dPZWDZCojjM=,Canada Geese Squawk on a Pond with a Fountain.wav,https://cdn.freesound.org/previews/234/234107_4102314-hq.mp3,0.0,,Lz29HwaWReY=,20100422.waterfall.birds.wav,https://cdn.freesound.org/previews/95/95552_8043-hq.mp3,0.0,26.29113378684807,A group of seagulls is approaching and becoming increasingly vocal.
dPZWDZCojjM=,Canada Geese Squawk on a Pond with a Fountain.wav,https://cdn.freesound.org/previews/234/234107_4102314-hq.mp3,0.0,,Jbts0fUFlYQ=,Ronda - The Old Shrine - La antigua Ermita.wav,https://cdn.freesound.org/previews/178/178340_2042115-hq.mp3,21.22303854875284,46.19410430839002,A group of seagulls is approaching and becoming increasingly vocal.
dPZWDZCojjM=,Canada Geese Squawk on a Pond with a Fountain.wav,https://cdn.freesound.org/previews/234/234107_4102314-hq.mp3,0.0,,FwnNl5EyXic=,FR.BirdChatAmbience.26.wav,https://cdn.freesound.org/previews/112/112199_201367-hq.mp3,172.05986394557823,195.48489795918368,A group of seagulls is approaching and becoming increasingly vocal.
dPZWDZCojjM=,Canada Geese Squawk on a Pond with a Fountain.wav,https://cdn.freesound.org/previews/234/234107_4102314-hq.mp3,0.0,,RQOC_Ot2lg8=,AMBIENCE- night time crickets insects wild sound (SFX).wav,https://cdn.freesound.org/previews/326/326409_5629155-hq.mp3,148.90956916099773,178.55972789115646,A group of seagulls is approaching and becoming increasingly vocal.
E53ndX39PqU=,dishes rattle.wav,https://cdn.freesound.org/previews/162/162209_57651-hq.mp3,0.0,,zJxD_z09hqE=,Steam 20.wav,https://cdn.freesound.org/previews/197/197353_1198-hq.mp3,0.0,15.54750566893424,"Someone is shaking a collection of dishes, such as cups and plates, in a warehouse, possibly using a pole or pulling a cart."
E53ndX39PqU=,dishes rattle.wav,https://cdn.freesound.org/previews/162/162209_57651-hq.mp3,0.0,,_7-Ki05NEtE=,Glass Bottles rattle and chink.wav,https://cdn.freesound.org/previews/259/259671_706234-hq.mp3,0.0,,"Someone is shaking a collection of dishes, such as cups and plates, in a warehouse, possibly using a pole or pulling a cart."
WhEjX96hMsQ=,CAR_WASH.wav,https://cdn.freesound.org/previews/204/204480_1573847-hq.mp3,157.22231292517006,185.528253968254,Soi2GkDAJak=,WasherSpinCycleWindDown4BeepEndSignal.wav,https://cdn.freesound.org/previews/87/87251_1310146-hq.mp3,0.0,21.002607709750567,"The sound being described is likely a large, powerful machine or engine operating with a loud, rumbling noise, possibly with a water component, and a secondary, faint scratching or rumbling sound."
WhEjX96hMsQ=,CAR_WASH.wav,https://cdn.freesound.org/previews/204/204480_1573847-hq.mp3,157.22231292517006,185.528253968254,uzUWzvdKiHY=,Diesel Truck Idling Front.wav,https://cdn.freesound.org/previews/128/128160_1372389-hq.mp3,11.528707482993198,34.34907029478458,"The sound being described is likely a large, powerful machine or engine operating with a loud, rumbling noise, possibly with a water component, and a secondary, faint scratching or rumbling sound."
WhEjX96hMsQ=,CAR_WASH.wav,https://cdn.freesound.org/previews/204/204480_1573847-hq.mp3,157.22231292517006,185.528253968254,VhtNmMDgRWg=,Roadside.wav,https://cdn.freesound.org/previews/223/223685_4157226-hq.mp3,27.921995464852607,53.02424036281179,"The sound being described is likely a large, powerful machine or engine operating with a loud, rumbling noise, possibly with a water component, and a secondary, faint scratching or rumbling sound."
mrG60qaUkIU=,gasBubblesNoise.wav,https://cdn.freesound.org/previews/164/164286_2580450-hq.mp3,0.0,,Tje4BIRZeKs=,Lisbon street_2.wav,https://cdn.freesound.org/previews/156/156976_464357-hq.mp3,139.28489795918367,165.98106575963718,"A faint, distant vehicle noise is heard in the background while a group of birds chirp quietly in the foreground."
mrG60qaUkIU=,gasBubblesNoise.wav,https://cdn.freesound.org/previews/164/164286_2580450-hq.mp3,0.0,,TGYGB6lCCTY=,Park 3.wav,https://cdn.freesound.org/previews/118/118145_439521-hq.mp3,69.93850340136055,96.52031746031746,"A faint, distant vehicle noise is heard in the background while a group of birds chirp quietly in the foreground."
mrG60qaUkIU=,gasBubblesNoise.wav,https://cdn.freesound.org/previews/164/164286_2580450-hq.mp3,0.0,,4VhIA8rEHV4=,R09_0005 bird ambience.wav,https://cdn.freesound.org/previews/76/76761_510617-hq.mp3,28.93206349206349,51.06922902494331,"A faint, distant vehicle noise is heard in the background while a group of birds chirp quietly in the foreground."
sCC-ro_dn9A=,Cityscape Compounded 01.wav,https://cdn.freesound.org/previews/117/117308_36188-hq.mp3,221.69251700680272,239.8492063492064,R3qmqgVDr2U=,20110804_river.distant.19.wav,https://cdn.freesound.org/previews/126/126281_8043-hq.mp3,168.1473015873016,183.7597732426304,It is raining heavily while a waterfall is flowing vigorously in a secluded area.
sCC-ro_dn9A=,Cityscape Compounded 01.wav,https://cdn.freesound.org/previews/117/117308_36188-hq.mp3,221.69251700680272,239.8492063492064,Ob8dz1RzKys=,Spring Lambs at Middle Hulme Farm Near Meerbrook.wav,https://cdn.freesound.org/previews/238/238309_3756669-hq.mp3,61.30068027210884,79.07512471655329,It is raining heavily while a waterfall is flowing vigorously in a secluded area.
